Plot Title: 20449374_Conductivity,,,,,,,,,,
#,"Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)",Coupler Detached (LGR S/N: 20449374),Coupler Attached (LGR S/N: 20449374),Stopped (LGR S/N: 20449374),End Of File (LGR S/N: 20449374)
1,4/2/19 10:21,33041.7,28293.4,8.97,40540.9,25.9059,Logged,,,
2,4/2/19 10:31,33041.7,28251.4,8.97,40481.3,25.8635,,,,
3,4/2/19 10:41,33041.7,28273.8,8.98,40502.9,25.8789,,,,
4,4/2/19 10:51,33041.7,28265.4,8.99,40480.7,25.8632,,,,
5,4/2/19 11:01,33041.7,28282.2,9.01,40484.1,25.8656,,,,
6,4/2/19 11:11,33041.7,28296.2,9.03,40483.6,25.8652,,,,
7,4/2/19 11:21,33041.7,28287.8,9.04,40461.5,25.8495,,,,
8,4/2/19 11:31,33041.7,28310.2,9.05,40483,25.8648,,,,
9,4/2/19 11:41,33041.7,28332.6,9.07,40494.4,25.8728,,,,
10,4/2/19 11:51,33041.7,28310.2,9.09,40442.2,25.8358,,,,
11,4/2/19 12:01,33041.7,28310.2,9.11,40421.9,25.8214,,,,
12,4/2/19 12:11,33041.7,28315.8,9.14,40399.3,25.8054,,,,
13,4/2/19 12:21,33041.7,28301.8,9.15,40369.3,25.7841,,,,
14,4/2/19 12:31,33041.7,28332.6,9.18,40382.4,25.7934,,,,
15,4/2/19 12:41,33041.7,28315.8,9.18,40358.6,25.7765,,,,
16,4/2/19 12:51,33041.7,28315.8,9.18,40358.6,25.7765,,,,
17,4/2/19 13:01,33041.7,28360.7,9.19,40411.9,25.8143,,,,
18,4/2/19 13:11,33041.7,28352.3,9.18,40410.2,25.8131,,,,
19,4/2/19 13:21,33041.7,28321.4,9.18,40366.5,25.7821,,,,
20,4/2/19 13:31,33041.7,28338.2,9.19,40380.1,25.7918,,,,
