Plot Title: 20449374_Conductivity,,,,,,,,,,
#,"Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)",Coupler Detached (LGR S/N: 20449374),Coupler Attached (LGR S/N: 20449374),Stopped (LGR S/N: 20449374),End Of File (LGR S/N: 20449374),End Of File (LGR S/N: 20449374)
1,12/3/18 13:01,33041.7,30376.9,10.75,42530.5,Logged,,,,
2,12/3/18 13:11,33041.7,30351.7,10.76,42484,,,,,
3,12/3/18 13:21,33041.7,30358,10.78,42470.3,,,,,
4,12/3/18 13:31,33041.7,30358,10.78,42470.3,,,,,
5,12/3/18 13:41,33041.7,30351.7,10.8,42439.1,,,,,
6,12/3/18 13:51,33041.7,30329.7,10.81,42397.1,,,,,
7,12/3/18 14:01,33041.7,30367.4,10.82,42438.5,,,,,
8,12/3/18 14:11,33041.7,30367.4,10.82,42438.5,,,,,
9,12/3/18 14:21,33041.7,30364.3,10.83,42423,,,,,
10,12/3/18 14:31,33041.7,30367.4,10.84,42416.1,,,,,
11,12/3/18 14:41,33041.7,30383.2,10.84,42438.2,,,,,
12,12/3/18 14:51,33041.7,30383.2,10.84,42438.2,,,,,
13,12/3/18 15:01,33041.7,30402.1,10.85,42453.3,,,,,
14,12/3/18 15:11,33041.7,30411.6,10.85,42466.6,,,,,
15,12/3/18 15:21,33041.7,30402.1,10.86,42442.1,,,,,
16,12/3/18 15:31,33041.7,30411.6,10.86,42455.4,,,,,
17,12/3/18 15:41,33041.7,30402.1,10.86,42442.1,,,,,
18,12/3/18 15:51,33041.7,30392.7,10.86,42429,,,,,
19,12/3/18 16:01,33041.7,30430.5,10.88,42459.3,,,,,
20,12/3/18 16:11,33041.7,30414.7,10.88,42437.3,,,,,
21,12/3/18 16:21,33041.7,30417.9,10.88,42441.7,,,,,
22,12/3/18 16:31,33041.7,30392.7,10.86,42429,,,,,
23,12/3/18 16:41,33041.7,30405.3,10.86,42446.6,,,,,
24,12/3/18 16:51,33041.7,30421.1,10.86,42468.7,,,,,
25,12/3/18 17:01,33041.7,30430.5,10.86,42481.8,,,,,
26,12/3/18 17:11,33041.7,30402.1,10.85,42453.3,,,,,
27,12/3/18 17:21,33041.7,30392.7,10.86,42429,,,,,
28,12/3/18 17:31,33041.7,30421.1,10.86,42468.7,,,,,
29,12/3/18 17:41,33041.7,30402.1,10.85,42453.3,,,,,
30,12/3/18 17:51,33041.7,30402.1,10.84,42464.6,,,,,
31,12/3/18 18:01,33041.7,30367.4,10.84,42416.1,,,,,
32,12/3/18 18:11,33041.7,30402.1,10.84,42464.6,,,,,
33,12/3/18 18:21,33041.7,30383.2,10.83,42449.4,,,,,
34,12/3/18 18:31,33041.7,30376.9,10.83,42440.6,,,,,
35,12/3/18 18:41,33041.7,30395.8,10.82,42478.2,,,,,
36,12/3/18 18:51,33041.7,30332.8,10.82,42390.2,,,,,
37,12/3/18 19:01,33041.7,30386.4,10.8,42487.6,,,,,
38,12/3/18 19:11,33041.7,30358,10.8,42447.9,,,,,
39,12/3/18 19:21,33041.7,30358,10.77,42481.6,,,,,
40,12/3/18 19:31,33041.7,30370.6,10.77,42499.2,,,,,
41,12/3/18 19:41,33041.7,30361.1,10.77,42485.9,,,,,
42,12/3/18 19:51,33041.7,30342.3,10.76,42470.8,,,,,
43,12/3/18 20:01,33041.7,30370.6,10.75,42521.7,,,,,
44,12/3/18 20:11,33041.7,30386.4,10.74,42555.1,,,,,
45,12/3/18 20:21,33041.7,30336,10.74,42484.5,,,,,
46,12/3/18 20:31,33041.7,30370.6,10.73,42544.3,,,,,
47,12/3/18 20:41,33041.7,30336,10.73,42495.8,,,,,
48,12/3/18 20:51,33041.7,30351.7,10.73,42517.8,,,,,
49,12/3/18 21:01,33041.7,30336,10.73,42495.8,,,,,
50,12/3/18 21:11,33041.7,30336,10.72,42507,,,,,
51,12/3/18 21:21,33041.7,30326.5,10.73,42482.5,,,,,
52,12/3/18 21:31,33041.7,30307.7,10.72,42467.4,,,,,
53,12/3/18 21:41,33041.7,30361.1,10.72,42542.2,,,,,
54,12/3/18 21:51,33041.7,30336,10.72,42507,,,,,
55,12/3/18 22:01,33041.7,30336,10.72,42507,,,,,
56,12/3/18 22:11,33041.7,30361.1,10.72,42542.2,,,,,
57,12/3/18 22:21,33041.7,30339.1,10.72,42511.4,,,,,
58,12/3/18 22:31,33041.7,30288.9,10.73,42429.8,,,,,
59,12/3/18 22:41,33041.7,30358,10.74,42515.3,,,,,
60,12/3/18 22:51,33041.7,30342.3,10.74,42493.3,,,,,
61,12/3/18 23:01,33041.7,30336,10.74,42484.5,,,,,
62,12/3/18 23:11,33041.7,30336,10.75,42473.3,,,,,
63,12/3/18 23:21,33041.7,30307.7,10.76,42422.4,,,,,
64,12/3/18 23:31,33041.7,30307.7,10.76,42422.4,,,,,
65,12/3/18 23:41,33041.7,30326.5,10.76,42448.7,,,,,
66,12/3/18 23:51,33041.7,30298.3,10.76,42409.3,,,,,
67,12/4/18 0:01,33041.7,30298.3,10.76,42409.3,,,,,
68,12/4/18 0:11,33041.7,30282.6,10.76,42387.3,,,,,
69,12/4/18 0:21,33041.7,30307.7,10.75,42433.7,,,,,
70,12/4/18 0:31,33041.7,30288.9,10.75,42407.3,,,,,
71,12/4/18 0:41,33041.7,30292,10.74,42422.9,,,,,
72,12/4/18 0:51,33041.7,30298.3,10.74,42431.7,,,,,
73,12/4/18 1:01,33041.7,30273.2,10.73,42407.8,,,,,
74,12/4/18 1:11,33041.7,30301.4,10.73,42447.3,,,,,
75,12/4/18 1:21,33041.7,30301.4,10.74,42436.1,,,,,
76,12/4/18 1:31,33041.7,30288.9,10.73,42429.8,,,,,
77,12/4/18 1:41,33041.7,30257.5,10.72,42397,,,,,
78,12/4/18 1:51,33041.7,30282.6,10.7,42454.7,,,,,
79,12/4/18 2:01,33041.7,30282.6,10.69,42466,,,,,
80,12/4/18 2:11,33041.7,30263.8,10.69,42439.6,,,,,
81,12/4/18 2:21,33041.7,30292,10.68,42490.4,,,,,
82,12/4/18 2:31,33041.7,30273.2,10.67,42475.3,,,,,
83,12/4/18 2:41,33041.7,30266.9,10.67,42466.5,,,,,
84,12/4/18 2:51,33041.7,30314,10.67,42532.6,,,,,
85,12/4/18 3:01,33041.7,30257.5,10.67,42453.3,,,,,
86,12/4/18 3:11,33041.7,30266.9,10.66,42477.7,,,,,
87,12/4/18 3:21,33041.7,30282.6,10.65,42511,,,,,
88,12/4/18 3:31,33041.7,30273.2,10.65,42497.8,,,,,
89,12/4/18 3:41,33041.7,30229.4,10.65,42436.4,,,,,
90,12/4/18 3:51,33041.7,30266.9,10.64,42500.3,,,,,
91,12/4/18 4:01,33041.7,30285.7,10.64,42526.7,,,,,
92,12/4/18 4:11,33041.7,30238.7,10.64,42460.7,,,,,
93,12/4/18 4:21,33041.7,30263.8,10.62,42518.5,,,,,
94,12/4/18 4:31,33041.7,30276.3,10.62,42536,,,,,
95,12/4/18 4:41,33041.7,30257.5,10.62,42509.6,,,,,
96,12/4/18 4:51,33041.7,30257.5,10.6,42532.2,,,,,
97,12/4/18 5:01,33041.7,30238.7,10.6,42505.8,,,,,
98,12/4/18 5:11,33041.7,30257.5,10.59,42543.5,,,,,
99,12/4/18 5:21,33041.7,30266.9,10.59,42556.7,,,,,
100,12/4/18 5:31,33041.7,30276.3,10.59,42569.9,,,,,
101,12/4/18 5:41,33041.7,30285.7,10.58,42594.5,,,,,
102,12/4/18 5:51,33041.7,30276.3,10.58,42581.3,,,,,
103,12/4/18 6:01,33041.7,30266.9,10.58,42568,,,,,
104,12/4/18 6:11,33041.7,30238.7,10.58,42528.4,,,,,
105,12/4/18 6:21,33041.7,30257.5,10.58,42554.8,,,,,
106,12/4/18 6:31,33041.7,30232.5,10.58,42519.6,,,,,
107,12/4/18 6:41,33041.7,30276.3,10.58,42581.3,,,,,
108,12/4/18 6:51,33041.7,30276.3,10.58,42581.3,,,,,
109,12/4/18 7:01,33041.7,30285.7,10.58,42594.5,,,,,
110,12/4/18 7:11,33041.7,30251.3,10.58,42546.1,,,,,
111,12/4/18 7:21,33041.7,30238.7,10.58,42528.4,,,,,
112,12/4/18 7:31,33041.7,30266.9,10.59,42556.7,,,,,
113,12/4/18 7:41,33041.7,30257.5,10.59,42543.5,,,,,
114,12/4/18 7:51,33041.7,30248.1,10.58,42541.6,,,,,
115,12/4/18 8:01,33041.7,30251.3,10.58,42546.1,,,,,
116,12/4/18 8:11,33041.7,30229.4,10.58,42515.3,,,,,
117,12/4/18 8:21,33041.7,30238.7,10.58,42528.4,,,,,
118,12/4/18 8:31,33041.7,30238.7,10.58,42528.4,,,,,
119,12/4/18 8:41,33041.7,30260.7,10.58,42559.3,,,,,
120,12/4/18 8:51,33041.7,30238.7,10.58,42528.4,,,,,
121,12/4/18 9:01,33041.7,30266.9,10.58,42568,,,,,
122,12/4/18 9:11,33041.7,30241.9,10.57,42544.2,,,,,
123,12/4/18 9:21,33041.7,30232.5,10.55,42553.6,,,,,
124,12/4/18 9:31,33041.7,30223.1,10.55,42540.3,,,,,
125,12/4/18 9:41,33041.7,30241.9,10.53,42589.4,,,,,
126,12/4/18 9:51,33041.7,30195,10.53,42523.4,,,,,
127,12/4/18 10:01,33041.7,30195,10.53,42523.4,,,,,
128,12/4/18 10:11,33041.7,30251.3,10.52,42614,,,,,
129,12/4/18 10:21,33041.7,30223.1,10.52,42574.3,,,,,
130,12/4/18 10:31,33041.7,30204.4,10.52,42547.9,,,,,
131,12/4/18 10:41,33041.7,30241.9,10.52,42600.7,,,,,
132,12/4/18 10:51,33041.7,30229.4,10.52,42583.1,,,,,
133,12/4/18 11:01,33041.7,30195,10.53,42523.4,,,,,
134,12/4/18 11:11,33041.7,30257.5,10.53,42611.4,,,,,
135,12/4/18 11:21,33041.7,30238.7,10.53,42584.9,,,,,
136,12/4/18 11:31,33041.7,30248.1,10.54,42586.8,,,,,
137,12/4/18 11:41,33041.7,30251.3,10.55,42580,,,,,
138,12/4/18 11:51,33041.7,30232.5,10.55,42553.6,,,,,
139,12/4/18 12:01,33041.7,30238.7,10.58,42528.4,,,,,
140,12/4/18 12:11,33041.7,30220,10.59,42490.8,,,,,
141,12/4/18 12:21,33041.7,30273.2,10.6,42554.3,,,,,
142,12/4/18 12:31,33041.7,30266.9,10.61,42534.1,,,,,
143,12/4/18 12:41,33041.7,30298.3,10.62,42567,,,,,
144,12/4/18 12:51,33041.7,30301.4,10.64,42548.7,,,,,
145,12/4/18 13:01,33041.7,30307.7,10.65,42546.3,,,,,
146,12/4/18 13:11,33041.7,30307.7,10.67,42523.7,,,,,
147,12/4/18 13:21,33041.7,30317.1,10.68,42525.6,,,,,
148,12/4/18 13:31,33041.7,30317.1,10.69,42514.4,,,,,
149,12/4/18 13:41,33041.7,30307.7,10.72,42467.4,,,,,
150,12/4/18 13:51,33041.7,30345.4,10.73,42509,,,,,
151,12/4/18 14:01,33041.7,30332.8,10.75,42468.8,,,,,
152,12/4/18 14:11,33041.7,30314,10.75,42442.5,,,,,
153,12/4/18 14:21,33041.7,30348.6,10.76,42479.7,,,,,
154,12/4/18 14:31,33041.7,30348.6,10.77,42468.4,,,,,
155,12/4/18 14:41,33041.7,30342.3,10.78,42448.4,,,,,
156,12/4/18 14:51,33041.7,30332.8,10.8,42412.6,,,,,
157,12/4/18 15:01,33041.7,30358,10.81,42436.6,,,,,
158,12/4/18 15:11,33041.7,30364.3,10.81,42445.4,,,,,
159,12/4/18 15:21,33041.7,30364.3,10.81,42445.4,,,,,
160,12/4/18 15:31,33041.7,30339.1,10.81,42410.2,,,,,
161,12/4/18 15:41,33041.7,30364.3,10.81,42445.4,,,,,
162,12/4/18 15:51,33041.7,30323.4,10.8,42399.5,,,,,
163,12/4/18 16:01,33041.7,30348.6,10.8,42434.7,,,,,
164,12/4/18 16:11,33041.7,30332.8,10.78,42435.1,,,,,
165,12/4/18 16:21,33041.7,30323.4,10.77,42433.2,,,,,
166,12/4/18 16:31,33041.7,30323.4,10.77,42433.2,,,,,
167,12/4/18 16:41,33041.7,30304.6,10.76,42418.1,,,,,
168,12/4/18 16:51,33041.7,30314,10.75,42442.5,,,,,
169,12/4/18 17:01,33041.7,30317.1,10.75,42446.8,,,,,
170,12/4/18 17:11,33041.7,30295.1,10.74,42427.2,,,,,
171,12/4/18 17:21,33041.7,30295.1,10.73,42438.5,,,,,
172,12/4/18 17:31,33041.7,30326.5,10.72,42493.7,,,,,
173,12/4/18 17:41,33041.7,30307.7,10.7,42489.9,,,,,
174,12/4/18 17:51,33041.7,30298.3,10.69,42488,,,,,
175,12/4/18 18:01,33041.7,30279.5,10.69,42461.6,,,,,
176,12/4/18 18:11,33041.7,30317.1,10.69,42514.4,,,,,
177,12/4/18 18:21,33041.7,30298.3,10.68,42499.3,,,,,
178,12/4/18 18:31,33041.7,30307.7,10.68,42512.4,,,,,
179,12/4/18 18:41,33041.7,30301.4,10.68,42503.6,,,,,
180,12/4/18 18:51,33041.7,30317.1,10.68,42525.6,,,,,
181,12/4/18 19:01,33041.7,30298.3,10.67,42510.5,,,,,
182,12/4/18 19:11,33041.7,30288.9,10.67,42497.3,,,,,
183,12/4/18 19:21,33041.7,30317.1,10.67,42536.9,,,,,
184,12/4/18 19:31,33041.7,30301.4,10.67,42514.9,,,,,
185,12/4/18 19:41,33041.7,30301.4,10.66,42526.2,,,,,
186,12/4/18 19:51,33041.7,30273.2,10.66,42486.6,,,,,
187,12/4/18 20:01,33041.7,30273.2,10.66,42486.6,,,,,
188,12/4/18 20:11,33041.7,30282.6,10.66,42499.8,,,,,
189,12/4/18 20:21,33041.7,30307.7,10.65,42546.3,,,,,
190,12/4/18 20:31,33041.7,30273.2,10.65,42497.8,,,,,
191,12/4/18 20:41,33041.7,30254.4,10.65,42471.5,,,,,
192,12/4/18 20:51,33041.7,30273.2,10.65,42497.8,,,,,
193,12/4/18 21:01,33041.7,30301.4,10.64,42548.7,,,,,
194,12/4/18 21:11,33041.7,30273.2,10.62,42531.7,,,,,
195,12/4/18 21:21,33041.7,30273.2,10.62,42531.7,,,,,
196,12/4/18 21:31,33041.7,30248.1,10.62,42496.4,,,,,
197,12/4/18 21:41,33041.7,30263.8,10.61,42529.8,,,,,
198,12/4/18 21:51,33041.7,30276.3,10.6,42558.6,,,,,
199,12/4/18 22:01,33041.7,30273.2,10.61,42543,,,,,
200,12/4/18 22:11,33041.7,30254.4,10.61,42516.6,,,,,
201,12/4/18 22:21,33041.7,30235.6,10.6,42501.4,,,,,
202,12/4/18 22:31,33041.7,30263.8,10.61,42529.8,,,,,
203,12/4/18 22:41,33041.7,30257.5,10.6,42532.2,,,,,
204,12/4/18 22:51,33041.7,30229.4,10.6,42492.7,,,,,
205,12/4/18 23:01,33041.7,30263.8,10.6,42541.1,,,,,
206,12/4/18 23:11,33041.7,30248.1,10.6,42519,,,,,
207,12/4/18 23:21,33041.7,30210.6,10.6,42466.3,,,,,
208,12/4/18 23:31,33041.7,30238.7,10.6,42505.8,,,,,
209,12/4/18 23:41,33041.7,30238.7,10.59,42517.1,,,,,
210,12/4/18 23:51,33041.7,30229.4,10.59,42504,,,,,
211,12/5/18 0:01,33041.7,30257.5,10.6,42532.2,,,,,
212,12/5/18 0:11,33041.7,30238.7,10.59,42517.1,,,,,
213,12/5/18 0:21,33041.7,30220,10.59,42490.8,,,,,
214,12/5/18 0:31,33041.7,30201.3,10.59,42464.5,,,,,
215,12/5/18 0:41,33041.7,30248.1,10.59,42530.3,,,,,
216,12/5/18 0:51,33041.7,30223.1,10.59,42495.1,,,,,
217,12/5/18 1:01,33041.7,30241.9,10.6,42510.3,,,,,
218,12/5/18 1:11,33041.7,30213.7,10.6,42470.6,,,,,
219,12/5/18 1:21,33041.7,30204.4,10.6,42457.6,,,,,
220,12/5/18 1:31,33041.7,30204.4,10.6,42457.6,,,,,
221,12/5/18 1:41,33041.7,30210.6,10.61,42455,,,,,
222,12/5/18 1:51,33041.7,30223.1,10.6,42483.9,,,,,
223,12/5/18 2:01,33041.7,30238.7,10.6,42505.8,,,,,
224,12/5/18 2:11,33041.7,30229.4,10.6,42492.7,,,,,
225,12/5/18 2:21,33041.7,30229.4,10.6,42492.7,,,,,
226,12/5/18 2:31,33041.7,30257.5,10.61,42520.9,,,,,
227,12/5/18 2:41,33041.7,30210.6,10.61,42455,,,,,
228,12/5/18 2:51,33041.7,30248.1,10.61,42507.7,,,,,
229,12/5/18 3:01,33041.7,30263.8,10.62,42518.5,,,,,
230,12/5/18 3:11,33041.7,30235.6,10.64,42456.3,,,,,
231,12/5/18 3:21,33041.7,30220,10.65,42423.2,,,,,
232,12/5/18 3:31,33041.7,30263.8,10.64,42495.9,,,,,
233,12/5/18 3:41,33041.7,30248.1,10.65,42462.6,,,,,
234,12/5/18 3:51,33041.7,30257.5,10.64,42487.1,,,,,
235,12/5/18 4:01,33041.7,30229.4,10.62,42470.2,,,,,
236,12/5/18 4:11,33041.7,30238.7,10.61,42494.5,,,,,
237,12/5/18 4:21,33041.7,30245,10.61,42503.4,,,,,
238,12/5/18 4:31,33041.7,30254.4,10.6,42527.9,,,,,
239,12/5/18 4:41,33041.7,30223.1,10.6,42483.9,,,,,
240,12/5/18 4:51,33041.7,30229.4,10.59,42504,,,,,
241,12/5/18 5:01,33041.7,30248.1,10.58,42541.6,,,,,
242,12/5/18 5:11,33041.7,30229.4,10.58,42515.3,,,,,
243,12/5/18 5:21,33041.7,30195,10.55,42500.8,,,,,
244,12/5/18 5:31,33041.7,30229.4,10.55,42549.2,,,,,
245,12/5/18 5:41,33041.7,30232.5,10.54,42564.9,,,,,
246,12/5/18 5:51,33041.7,30220,10.53,42558.6,,,,,
247,12/5/18 6:01,33041.7,30220,10.52,42569.9,,,,,
248,12/5/18 6:11,33041.7,30213.7,10.51,42572.3,,,,,
249,12/5/18 6:21,33041.7,30204.4,10.5,42570.6,,,,,
250,12/5/18 6:31,33041.7,30204.4,10.5,42570.6,,,,,
251,12/5/18 6:41,33041.7,30185.6,10.49,42555.4,,,,,
252,12/5/18 6:51,33041.7,30213.7,10.49,42595,,,,,
253,12/5/18 7:01,33041.7,30204.4,10.47,42604.6,,,,,
254,12/5/18 7:11,33041.7,30195,10.47,42591.3,,,,,
255,12/5/18 7:21,33041.7,30213.7,10.49,42595,,,,,
256,12/5/18 7:31,33041.7,30176.3,10.47,42564.9,,,,,
257,12/5/18 7:41,33041.7,30185.6,10.49,42555.4,,,,,
258,12/5/18 7:51,33041.7,30232.5,10.49,42621.5,,,,,
259,12/5/18 8:01,33041.7,30207.5,10.5,42574.9,,,,,
260,12/5/18 8:11,33041.7,30185.6,10.5,42544.1,,,,,
261,12/5/18 8:21,33041.7,30185.6,10.51,42532.7,,,,,
262,12/5/18 8:31,33041.7,30176.3,10.5,42531,,,,,
263,12/5/18 8:41,33041.7,30213.7,10.5,42583.7,,,,,
264,12/5/18 8:51,33041.7,30213.7,10.51,42572.3,,,,,
265,12/5/18 9:01,33041.7,30210.6,10.51,42568,,,,,
266,12/5/18 9:11,33041.7,30176.3,10.52,42508.3,,,,,
267,12/5/18 9:21,33041.7,30195,10.52,42534.7,,,,,
268,12/5/18 9:31,33041.7,30182.5,10.52,42517.1,,,,,
269,12/5/18 9:41,33041.7,30176.3,10.53,42497,,,,,
270,12/5/18 9:51,33041.7,30223.1,10.53,42562.9,,,,,
271,12/5/18 10:01,33041.7,30204.4,10.53,42536.6,,,,,
272,12/5/18 10:11,33041.7,30185.6,10.54,42498.8,,,,,
273,12/5/18 10:21,33041.7,30220,10.55,42536,,,,,
274,12/5/18 10:31,33041.7,30213.7,10.55,42527.1,,,,,
275,12/5/18 10:41,33041.7,30229.4,10.57,42526.6,,,,,
276,12/5/18 10:51,33041.7,30238.7,10.58,42528.4,,,,,
277,12/5/18 11:01,33041.7,30220,10.58,42502.1,,,,,
278,12/5/18 11:11,33041.7,30235.6,10.59,42512.7,,,,,
279,12/5/18 11:21,33041.7,30248.1,10.59,42530.3,,,,,
280,12/5/18 11:31,33041.7,30235.6,10.59,42512.7,,,,,
281,12/5/18 11:41,33041.7,30263.8,10.6,42541.1,,,,,
282,12/5/18 11:51,33041.7,30248.1,10.6,42519,,,,,
283,12/5/18 12:01,33041.7,30263.8,10.6,42541.1,,,,,
284,12/5/18 12:11,33041.7,30270.1,10.6,42549.9,,,,,
285,12/5/18 12:21,33041.7,30254.4,10.61,42516.6,,,,,
286,12/5/18 12:31,33041.7,30263.8,10.62,42518.5,,,,,
287,12/5/18 12:41,33041.7,30257.5,10.64,42487.1,,,,,
288,12/5/18 12:51,33041.7,30279.5,10.64,42518,,,,,
289,12/5/18 13:01,33041.7,30282.6,10.65,42511,,,,,
290,12/5/18 13:11,33041.7,30292,10.66,42513,,,,,
291,12/5/18 13:21,33041.7,30307.7,10.67,42523.7,,,,,
292,12/5/18 13:31,33041.7,30304.6,10.67,42519.4,,,,,
293,12/5/18 13:41,33041.7,30298.3,10.68,42499.3,,,,,
294,12/5/18 13:51,33041.7,30314,10.69,42510,,,,,
295,12/5/18 14:01,33041.7,30307.7,10.7,42489.9,,,,,
296,12/5/18 14:11,33041.7,30304.6,10.72,42463,,,,,
297,12/5/18 14:21,33041.7,30332.8,10.72,42502.6,,,,,
298,12/5/18 14:31,33041.7,30307.7,10.72,42467.4,,,,,
299,12/5/18 14:41,33041.7,30314,10.73,42465,,,,,
300,12/5/18 14:51,33041.7,30298.3,10.73,42443,,,,,
301,12/5/18 15:01,33041.7,30332.8,10.73,42491.3,,,,,
302,12/5/18 15:11,33041.7,30304.6,10.74,42440.6,,,,,
303,12/5/18 15:21,33041.7,30342.3,10.73,42504.6,,,,,
304,12/5/18 15:31,33041.7,30323.4,10.74,42466.9,,,,,
305,12/5/18 15:41,33041.7,30342.3,10.75,42482.1,,,,,
306,12/5/18 15:51,33041.7,30304.6,10.74,42440.6,,,,,
307,12/5/18 16:01,33041.7,30342.3,10.74,42493.3,,,,,
308,12/5/18 16:11,33041.7,30323.4,10.75,42455.6,,,,,
309,12/5/18 16:21,33041.7,30323.4,10.75,42455.6,,,,,
310,12/5/18 16:31,33041.7,30314,10.75,42442.5,,,,,
311,12/5/18 16:41,33041.7,30304.6,10.74,42440.6,,,,,
312,12/5/18 16:51,33041.7,30310.8,10.74,42449.2,,,,,
313,12/5/18 17:01,33041.7,30304.6,10.74,42440.6,,,,,
314,12/5/18 17:11,33041.7,30314,10.73,42465,,,,,
315,12/5/18 17:21,33041.7,30314,10.73,42465,,,,,
316,12/5/18 17:31,33041.7,30317.1,10.73,42469.3,,,,,
317,12/5/18 17:41,33041.7,30270.1,10.72,42414.7,,,,,
318,12/5/18 17:51,33041.7,30270.1,10.7,42437.2,,,,,
319,12/5/18 18:01,33041.7,30260.7,10.69,42435.3,,,,,
320,12/5/18 18:11,33041.7,30260.7,10.68,42446.5,,,,,
321,12/5/18 18:21,33041.7,30288.9,10.67,42497.3,,,,,
322,12/5/18 18:31,33041.7,30260.7,10.66,42469,,,,,
323,12/5/18 18:41,33041.7,30235.6,10.64,42456.3,,,,,
324,12/5/18 18:51,33041.7,30260.7,10.62,42514.1,,,,,
325,12/5/18 19:01,33041.7,30226.2,10.61,42476.9,,,,,
326,12/5/18 19:11,33041.7,30245,10.6,42514.6,,,,,
327,12/5/18 19:21,33041.7,30241.9,10.59,42521.6,,,,,
328,12/5/18 19:31,33041.7,30245,10.59,42525.9,,,,,
329,12/5/18 19:41,33041.7,30254.4,10.58,42550.5,,,,,
330,12/5/18 19:51,33041.7,30266.9,10.58,42568,,,,,
331,12/5/18 20:01,33041.7,30238.7,10.57,42539.7,,,,,
332,12/5/18 20:11,33041.7,30263.8,10.55,42597.6,,,,,
333,12/5/18 20:21,33041.7,30235.6,10.55,42557.9,,,,,
334,12/5/18 20:31,33041.7,30254.4,10.55,42584.4,,,,,
335,12/5/18 20:41,33041.7,30213.7,10.54,42538.4,,,,,
336,12/5/18 20:51,33041.7,30266.9,10.54,42613.3,,,,,
337,12/5/18 21:01,33041.7,30238.7,10.54,42573.6,,,,,
338,12/5/18 21:11,33041.7,30229.4,10.54,42560.5,,,,,
339,12/5/18 21:21,33041.7,30220,10.54,42547.3,,,,,
340,12/5/18 21:31,33041.7,30220,10.54,42547.3,,,,,
341,12/5/18 21:41,33041.7,30191.9,10.54,42507.7,,,,,
342,12/5/18 21:51,33041.7,30201.3,10.54,42520.9,,,,,
343,12/5/18 22:01,33041.7,30220,10.54,42547.3,,,,,
344,12/5/18 22:11,33041.7,30229.4,10.54,42560.5,,,,,
345,12/5/18 22:21,33041.7,30220,10.55,42536,,,,,
346,12/5/18 22:31,33041.7,30201.3,10.55,42509.6,,,,,
347,12/5/18 22:41,33041.7,30220,10.57,42513.4,,,,,
348,12/5/18 22:51,33041.7,30201.3,10.57,42487.1,,,,,
349,12/5/18 23:01,33041.7,30220,10.57,42513.4,,,,,
350,12/5/18 23:11,33041.7,30210.6,10.57,42500.1,,,,,
351,12/5/18 23:21,33041.7,30220,10.58,42502.1,,,,,
352,12/5/18 23:31,33041.7,30207.5,10.58,42484.5,,,,,
353,12/5/18 23:41,33041.7,30210.6,10.59,42477.6,,,,,
354,12/5/18 23:51,33041.7,30182.5,10.58,42449.3,,,,,
355,12/6/18 0:01,33041.7,30210.6,10.58,42488.8,,,,,
356,12/6/18 0:11,33041.7,30201.3,10.58,42475.8,,,,,
357,12/6/18 0:21,33041.7,30173.2,10.57,42447.5,,,,,
358,12/6/18 0:31,33041.7,30182.5,10.57,42460.6,,,,,
359,12/6/18 0:41,33041.7,30191.9,10.57,42473.8,,,,,
360,12/6/18 0:51,33041.7,30210.6,10.57,42500.1,,,,,
361,12/6/18 1:01,33041.7,30163.8,10.58,42423,,,,,
362,12/6/18 1:11,33041.7,30182.5,10.58,42449.3,,,,,
363,12/6/18 1:21,33041.7,30191.9,10.59,42451.3,,,,,
364,12/6/18 1:31,33041.7,30201.3,10.58,42475.8,,,,,
365,12/6/18 1:41,33041.7,30195,10.57,42478.2,,,,,
366,12/6/18 1:51,33041.7,30191.9,10.55,42496.4,,,,,
367,12/6/18 2:01,33041.7,30210.6,10.55,42522.7,,,,,
368,12/6/18 2:11,33041.7,30201.3,10.54,42520.9,,,,,
369,12/6/18 2:21,33041.7,30185.6,10.53,42510.1,,,,,
370,12/6/18 2:31,33041.7,30195,10.52,42534.7,,,,,
371,12/6/18 2:41,33041.7,30182.5,10.51,42528.4,,,,,
372,12/6/18 2:51,33041.7,30185.6,10.5,42544.1,,,,,
373,12/6/18 3:01,33041.7,30166.9,10.49,42529,,,,,
374,12/6/18 3:11,33041.7,30195,10.47,42591.3,,,,,
375,12/6/18 3:21,33041.7,30185.6,10.47,42578,,,,,
376,12/6/18 3:31,33041.7,30157.6,10.46,42549.9,,,,,
377,12/6/18 3:41,33041.7,30185.6,10.47,42578,,,,,
378,12/6/18 3:51,33041.7,30185.6,10.47,42578,,,,,
379,12/6/18 4:01,33041.7,30185.6,10.47,42578,,,,,
380,12/6/18 4:11,33041.7,30166.9,10.47,42551.7,,,,,
381,12/6/18 4:21,33041.7,30176.3,10.49,42542.3,,,,,
382,12/6/18 4:31,33041.7,30195,10.49,42568.6,,,,,
383,12/6/18 4:41,33041.7,30166.9,10.49,42529,,,,,
384,12/6/18 4:51,33041.7,30163.8,10.49,42524.6,,,,,
385,12/6/18 5:01,33041.7,30166.9,10.5,42517.7,,,,,
386,12/6/18 5:11,33041.7,30195,10.5,42557.3,,,,,
387,12/6/18 5:21,33041.7,30176.3,10.5,42531,,,,,
