Plot Title: 20449374_Conductivity,,,,,,,,,,
#,"Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)",Coupler Detached (LGR S/N: 20449374),Coupler Attached (LGR S/N: 20449374),Stopped (LGR S/N: 20449374),End Of File (LGR S/N: 20449374),End Of File (LGR S/N: 20449374),End Of File (LGR S/N: 20449374)
1983,3/25/19 1:41,33041.7,28021.2,8.82,,,,,,
1984,3/25/19 1:51,33041.7,28015.7,8.82,,,,,,
1985,3/25/19 2:01,33041.7,28046,8.82,,,,,,
1986,3/25/19 2:11,33041.7,28023.9,8.81,,,,,,
1987,3/25/19 2:21,33041.7,28021.2,8.81,,,,,,
1988,3/25/19 2:31,33041.7,28029.4,8.8,,,,,,
1989,3/25/19 2:41,33041.7,28059.8,8.8,,,,,,
1990,3/25/19 2:51,33041.7,28059.8,8.8,,,,,,
1991,3/25/19 3:01,33041.7,28059.8,8.8,,,,,,
1992,3/25/19 3:11,33041.7,28029.4,8.79,,,,,,
1993,3/25/19 3:21,33041.7,28015.7,8.79,,,,,,
1994,3/25/19 3:31,33041.7,28037.7,8.79,,,,,,
1995,3/25/19 3:41,33041.7,28090.2,8.78,,,,,,
1996,3/25/19 3:51,33041.7,28032.2,8.76,,,,,,
1997,3/25/19 4:01,33041.7,28043.2,8.75,,,,,,
1998,3/25/19 4:11,33041.7,28054.3,8.73,,,,,,
1999,3/25/19 4:21,33041.7,28043.2,8.73,,,,,,
2000,3/25/19 4:31,33041.7,28068.1,8.71,,,,,,
2001,3/25/19 4:41,33041.7,28046,8.71,,,,,,
2002,3/25/19 4:51,33041.7,28046,8.7,,,,,,
2003,3/25/19 5:01,33041.7,28032.2,8.71,,,,,,
2004,3/25/19 5:11,33041.7,28054.3,8.68,,,,,,
2005,3/25/19 5:21,33041.7,28023.9,8.68,,,,,,
2006,3/25/19 5:31,33041.7,28046,8.67,,,,,,
2007,3/25/19 5:41,33041.7,28059.8,8.67,,,,,,
2008,3/25/19 5:51,33041.7,28054.3,8.67,,,,,,
2009,3/25/19 6:01,33041.7,28037.7,8.67,,,,,,
2010,3/25/19 6:11,33041.7,28046,8.68,,,,,,
2011,3/25/19 6:21,33041.7,28015.7,8.67,,,,,,
2012,3/25/19 6:31,33041.7,28046,8.66,,,,,,
2013,3/25/19 6:41,33041.7,28046,8.67,,,,,,
2014,3/25/19 6:51,33041.7,28046,8.66,,,,,,
2015,3/25/19 7:01,33041.7,28054.3,8.66,,,,,,
2016,3/25/19 7:11,33041.7,28062.5,8.65,,,,,,
2017,3/25/19 7:21,33041.7,28059.8,8.64,,,,,,
2018,3/25/19 7:31,33041.7,28023.9,8.65,,,,,,
2019,3/25/19 7:41,33041.7,28054.3,8.64,,,,,,
2020,3/25/19 7:51,33041.7,28023.9,8.64,,,,,,
2021,3/25/19 8:01,33041.7,28046,8.65,,,,,,
2022,3/25/19 8:11,33041.7,28059.8,8.64,,,,,,
2023,3/25/19 8:18,,,,,Logged,,,,
2024,3/25/19 8:18,,,,,,Logged,Logged,,
