Plot Title: 20449374_Conductivity,,,,,,,,,,
#,"Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)",Coupler Detached (LGR S/N: 20449374),Coupler Attached (LGR S/N: 20449374),Stopped (LGR S/N: 20449374),End Of File (LGR S/N: 20449374)
1,4/22/19 10:41,33041.7,28507.6,9.6,40204.1,25.6669,Logged,,,
2,4/22/19 10:51,33041.7,28490.6,9.56,40220.6,25.6786,,,,
3,4/22/19 11:01,33041.7,28476.4,9.57,40190.6,25.6574,,,,
4,4/22/19 11:11,33041.7,28482.1,9.57,40198.6,25.663,,,,
5,4/22/19 11:21,33041.7,28527.4,9.58,40251.9,25.7008,,,,
6,4/22/19 11:31,33041.7,28513.2,9.58,40232.1,25.6868,,,,
7,4/22/19 11:41,33041.7,28513.2,9.58,40232.1,25.6868,,,,
8,4/22/19 11:51,33041.7,28504.7,9.59,40210.1,25.6712,,,,
9,4/22/19 12:01,33041.7,28527.4,9.59,40241.9,25.6937,,,,
10,4/22/19 12:11,33041.7,28507.6,9.58,40224.2,25.6812,,,,
11,4/22/19 12:21,33041.7,28513.2,9.59,40222,25.6796,,,,
12,4/22/19 12:31,33041.7,28490.6,9.59,40190.4,25.6572,,,,
13,4/22/19 12:41,33041.7,28527.4,9.58,40251.9,25.7008,,,,
14,4/22/19 12:51,33041.7,28504.7,9.58,40220.2,25.6783,,,,
15,4/22/19 13:01,33041.7,28484.9,9.58,40192.5,25.6587,,,,
16,4/22/19 13:11,33041.7,28507.6,9.58,40224.2,25.6812,,,,
17,4/22/19 13:21,33041.7,28476.4,9.59,40170.5,25.6431,,,,
18,4/22/19 13:31,33041.7,28484.9,9.59,40182.4,25.6515,,,,
19,4/22/19 13:41,33041.7,28482.1,9.6,40168.5,25.6417,,,,
20,4/22/19 13:51,33041.7,28436.8,9.6,40105.1,25.5967,,,,
21,4/22/19 14:01,33041.7,28386,9.6,40034,25.5464,,,,
22,4/22/19 14:11,33041.7,28386,9.61,40024,25.5393,,,,
23,4/22/19 14:21,33041.7,28357.9,9.63,39964.8,25.4973,,,,
24,4/22/19 14:31,33041.7,28324.2,9.63,39917.7,25.4639,,,,
25,4/22/19 14:41,33041.7,28332.6,9.64,39919.4,25.4652,,,,
26,4/22/19 14:51,33041.7,28315.8,9.64,39896,25.4485,,,,
27,4/22/19 15:01,33041.7,28324.2,9.64,39907.7,25.4569,,,,
28,4/22/19 15:11,33041.7,28318.6,9.65,39889.9,25.4443,,,,
29,4/22/19 15:21,33041.7,28310.2,9.65,39878.2,25.4359,,,,
30,4/22/19 15:31,33041.7,28327,9.65,39901.6,25.4526,,,,
31,4/22/19 15:41,33041.7,28310.2,9.63,39898.1,25.4501,,,,
32,4/22/19 15:51,33041.7,28363.5,9.61,39992.6,25.517,,,,
33,4/22/19 16:01,33041.7,28363.5,9.59,40012.6,25.5312,,,,
34,4/22/19 16:11,33041.7,28369.2,9.59,40020.5,25.5368,,,,
35,4/22/19 16:21,33041.7,28394.5,9.57,40076,25.5761,,,,
36,4/22/19 16:31,33041.7,28402.9,9.57,40087.7,25.5844,,,,
37,4/22/19 16:41,33041.7,28394.5,9.54,40106.1,25.5974,,,,
38,4/22/19 16:51,33041.7,28377.6,9.54,40082.4,25.5806,,,,
